#ResPipeUI	ARO_accession	ARO_name	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	Antibiotic	Efflux_Component	Efflux_Regulator	CVTERMID	gb	Species	SeqLength
3003223_U00096	ARO:3003223	Escherichia coli 16S rRNA mutation conferring resistance to edeine	16s_rRNA_with_mutation_conferring_resistance_to_peptide_antibiotics	aminoglycoside_antibiotic;glycopeptide_antibiotic;glycylcycline;nucleoside_antibiotic;peptide_antibiotic;tetracycline_antibiotic	antibiotic_target_alteration	astromicin;neomycin;dibekacin;streptothricin;amikacin;gentamicin_C;ribostamycin;butirosin;tigecycline;sisomicin;apramycin;netilmicin;spectinomycin;streptomycin;kanamycin_A;tetracycline;tobramycin;doxycycline;confers_resistance_to_drug__edeine_A;confers_resistance_to_drug__edeine_B;confers_resistance_to_drug__edeine_D;confers_resistance_to_drug__edeine_F;minocycline;hygromycin_B;chlortetracycline;isepamicin;G418;arbekacin;gentamicin_B;paromomycin;demeclocycline;oxytetracycline;bleomycinic_acid;bleomycin_A2;bleomycin_B2;lividomycin_A;lividomycin_B	Unassigned	Unassigned	39807	U00096	Escherichia coli K-12	1542
3003551_AB091338	ARO:3003551	emeA	multidrug_and_toxic_compound_extrusion_(MATE)_transporter	acridine_dye;fluoroquinolone_antibiotic;glycylcycline;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__acriflavine	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	40153	AB091338	Enterococcus faecalis ATCC 29212	1182
3002573_AB104852	ARO:3002573	AAC(6')-Iae	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;dibekacin;amikacin;sisomicin;netilmicin;kanamycin_A;tobramycin;isepamicin;arbekacin;gentamicin_B	Unassigned	Unassigned	38973	AB104852	Pseudomonas aeruginosa	552
3001856_AB107899	ARO:3001856	CFE-1	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38256	AB107899	Escherichia coli	1146
3002332_AB113580	ARO:3002332	GES-3	GES_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38732	AB113580	Klebsiella pneumoniae	864
3002607_AB114632	ARO:3002607	aadA7	ANT(3'')	aminoglycoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__spectinomycin;confers_resistance_to_drug__streptomycin	Unassigned	Unassigned	39007	AB114632	Vibrio fluvialis	798
3002333_AB116260	ARO:3002333	GES-4	GES_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38733	AB116260	Klebsiella pneumoniae	864
3002563_AB116646	ARO:3002563	AAC(6')-Isa	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;dibekacin;amikacin;sisomicin;netilmicin;kanamycin_A;tobramycin;isepamicin;arbekacin;gentamicin_B	Unassigned	Unassigned	38963	AB116646	Streptomyces albulus	474
3002572_AB119105	ARO:3002572	AAC(6')-Iad	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;dibekacin;amikacin;sisomicin;netilmicin;kanamycin_A;tobramycin;isepamicin;arbekacin;gentamicin_B	Unassigned	Unassigned	38972	AB119105	Acinetobacter pittii	435
3004134_AB162858.1	ARO:3004134	Helicobacter pylori 23S rRNA with mutation conferring resistance to clarithromycin	23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	glycopeptide_antibiotic;lincosamide_antibiotic;macrolide_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	lincomycin;confers_resistance_to_drug__clarithromycin;clindamycin;azidamfenicol;chloramphenicol;thiamphenicol;florfenicol;pristinamycin_IA;quinupristin;pristinamycin_IIA;madumycin_II;griseoviridin;dalfopristin;pristinamycin_IB;virginiamycin_S2;vernamycin_B-gamma;vernamycin_C;patricin_A;ostreogrycin_B3;bleomycinic_acid;bleomycin_A2;bleomycin_B2	Unassigned	Unassigned	41261	AB162858.1	Helicobacter pylori	2975
3002593_AB164230	ARO:3002593	AAC(6')-Ib-SK	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;dibekacin;amikacin;sisomicin;netilmicin;kanamycin_A;tobramycin;isepamicin;arbekacin;gentamicin_B	Unassigned	Unassigned	38993	AB164230	Streptomyces kanamyceticus	531
3001897_AB176534	ARO:3001897	CTX-M-35	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38297	AB176534	Klebsiella oxytoca	876
3001898_AB177384	ARO:3001898	CTX-M-36	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38298	AB177384	Escherichia coli	876
3002030_AB194410	ARO:3002030	CMY-19	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38430	AB194410	Klebsiella pneumoniae	1149
3002211_AB196988	ARO:3002211	IMP-20	IMP_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38611	AB196988	Pseudomonas aeruginosa	741
3002212_AB204557	ARO:3002212	IMP-21	IMP_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38612	AB204557	Pseudomonas aeruginosa	738
3000753_AB204810	ARO:3000753	abeM	multidrug_and_toxic_compound_extrusion_(MATE)_transporter	acridine_dye;confers_resistance_to__fluoroquinolone_antibiotic;confers_resistance_to__triclosan;glycylcycline;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__ciprofloxacin;confers_resistance_to_drug__acriflavine;confers_resistance_to_drug__norfloxacin;confers_resistance_to_drug__ofloxacin	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	37133	AB204810	Acinetobacter baumannii	1347
3001924_AB205197	ARO:3001924	CTX-M-63	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38324	AB205197	Klebsiella pneumoniae	873
3002868_AB205645	ARO:3002868	dfrG	trimethoprim_resistant_dihydrofolate_reductase_dfr	diaminopyrimidine_antibiotic	antibiotic_target_replacement	trimethoprim;brodimoprim;tetroxoprim;iclaprim	Unassigned	Unassigned	39302	AB205645	Staphylococcus aureus	498
3002895_AB211124	ARO:3002895	SAT-2	streptothricin_acetyltransferase_(SAT)	nucleoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__streptothricin	Unassigned	Unassigned	39329	AB211124	Escherichia coli	525
3003705_AB219523.1	ARO:3003705	mexN	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	chloramphenicol;thiamphenicol	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	40359	AB219523.1	Pseudomonas aeruginosa	3111
3003704_AB219523.1	ARO:3003704	mexM	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	chloramphenicol;thiamphenicol	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	40358	AB219523.1	Pseudomonas aeruginosa	1158
3003699_AB219524.1	ARO:3003699	mexQ	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	erythromycin;acriflavine;tetracycline;imipenem;trimethoprim;chloramphenicol;thiamphenicol;kitasamycin;rokitamycin	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	40351	AB219524.1	Pseudomonas aeruginosa	3162
3003698_AB219524.1	ARO:3003698	mexP	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	erythromycin;acriflavine;tetracycline;imipenem;trimethoprim;chloramphenicol;thiamphenicol;kitasamycin;rokitamycin	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	40350	AB219524.1	Pseudomonas aeruginosa	1158
3003700_AB219524.1	ARO:3003700	opmE	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	erythromycin;acriflavine;tetracycline;imipenem;trimethoprim;chloramphenicol;thiamphenicol;kitasamycin;rokitamycin	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	40352	AB219524.1	Pseudomonas aeruginosa	1476
3002665_AB261016	ARO:3002665	npmA	16S_rRNA_methyltransferase_(A1408)	aminoglycoside_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	39065	AB261016	Escherichia coli	660
3002048_AB280919	ARO:3002048	CMY-37	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38448	AB280919	Citrobacter freundii	1146
3001925_AB284167	ARO:3001925	CTX-M-64	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38325	AB284167	Shigella sonnei	876
3002037_AB300358	ARO:3002037	CMY-26	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38437	AB300358	Klebsiella oxytoca	1146
3001115_AB302939	ARO:3001115	SHV-60	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37495	AB302939	Klebsiella pneumoniae	861
3004674_AB304512.1	ARO:3004674	FosD	fosfomycin_thiol_transferase	fosfomycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	42722	AB304512.1	Staphylococcus aureus	420
3000847_AB364006	ARO:3000847	KHM-1	KHM_beta-latamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37227	AB364006	Citrobacter freundii	726
3002050_AB372224	ARO:3002050	CMY-39	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38450	AB372224	Citrobacter freundii	1146
3001160_AB372881	ARO:3001160	SHV-111	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37540	AB372881	Klebsiella pneumoniae	861
3002735_AB379831	ARO:3002735	QnrB20	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	39169	AB379831	Escherichia coli	681
3002052_AB429270	ARO:3002052	CMY-41	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38452	AB429270	Citrobacter freundii	1146
3002574_AB462903	ARO:3002574	AAC(6')-Iaf	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;dibekacin;amikacin;sisomicin;netilmicin;kanamycin_A;tobramycin;isepamicin;arbekacin;gentamicin_B	Unassigned	Unassigned	38974	AB462903	Pseudomonas aeruginosa	552
3003954_AB467372.1	ARO:3003954	efmA	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;confers_resistance_to__fluoroquinolone_antibiotic;diaminopyrimidine_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__erythromycin	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	40724	AB467372.1	Enterococcus faecium	1287
3004638_AB472901.2	ARO:3004638	AAC(6')-Iag	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;confers_resistance_to_drug__dibekacin;confers_resistance_to_drug__amikacin;confers_resistance_to_drug__sisomicin;netilmicin;confers_resistance_to_drug__kanamycin_A;confers_resistance_to_drug__tobramycin;confers_resistance_to_drug__isepamicin;confers_resistance_to_drug__arbekacin;gentamicin_B	Unassigned	Unassigned	42632	AB472901.2	Pseudomonas aeruginosa	504
3003440_AB498758	ARO:3003440	mecB	methicillin_resistant_PBP2	carbapenem;cephalosporin;cephamycin;monobactam;penam	antibiotic_target_replacement	cefoxitin;cloxacillin;methicillin;carbenicillin;penicillin;oxacillin;cefazolin;cefepime;ceftazidime;ceftobiprole;ceftriaxone;cefuroxime;amoxicillin;ertapenem;meropenem;piperacillin;imipenem;aztreonam;benzylpenicillin;phenoxymethylpenicillin;propicillin;dicloxacillin;flucloxacillin;ampicillin;azlocillin;mezlocillin;doripenem;cefalexin;cefadroxil;cefotiam;cefaclor;cefotaxime;cefixime;cefpodoxime;ceftibuten;cefditoren;cefdinir;ceftaroline;cefalotin;isopenicillin_N;penicillin_N;mecillinam;cefmetazole;cefonicid;cefprozil;ceftiofur;ceftizoxime;cephapirin;cefradine;loracarbef;moxalactam	Unassigned	Unassigned	40024	AB498758	Macrococcus caseolyticus	2025
3002874_AB522969	ARO:3002874	FosC2	fosC_phosphotransferase_family	fosfomycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	39308	AB522969	Escherichia coli	399
3002263_AB529520	ARO:3002263	IND-7	IND_beta-lactamase	carbapenem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38663	AB529520	Chryseobacterium indologenes	720
3001177_AB551737	ARO:3001177	SHV-133	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37557	AB551737	Klebsiella pneumoniae	861
3002270_AB563173	ARO:3002270	IND-15	IND_beta-lactamase	carbapenem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38670	AB563173	Chryseobacterium indologenes	732
3003046_AB566411	ARO:3003046	qacA	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;confers_resistance_to__fluoroquinolone_antibiotic;diaminopyrimidine_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	Unassigned	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	39480	AB566411	Staphylococcus aureus	1545
3003742_AB571865.1	ARO:3003742	mphG	macrolide_phosphotransferase_(MPH)	macrolide_antibiotic	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	40397	AB571865.1	Photobacterium damselae subsp. damselae	885
3003745_AB571865.1	ARO:3003745	mefC	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	Unassigned	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	40401	AB571865.1	Photobacterium damselae subsp. damselae	1224
3002069_AB587082	ARO:3002069	CMY-59	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38469	AB587082	Escherichia coli	1188
3001484_AB634250	ARO:3001484	OXA-206	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37884	AB634250	Acinetobacter baumannii	825
3000854_AB636283	ARO:3000854	SMB-1	SMB_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37234	AB636283	Serratia marcescens	843
3003039_AB639410	ARO:3003039	OprA	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	erythromycin;amikacin;gentamicin_C;ciprofloxacin;tetracycline;tobramycin;meropenem;arbekacin;norfloxacin;ofloxacin	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	39473	AB639410	Pseudomonas aeruginosa	1404
3004628_AB669090.1	ARO:3004628	AAC(2')-IIa	AAC(2')	aminoglycoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__kasugamycin	Unassigned	Unassigned	42613	AB669090.1	Burkholderia glumae	783
3002100_AB699171	ARO:3002100	CMY-87	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38500	AB699171	Klebsiella pneumoniae	1143
3001057_AB700703	ARO:3001057	TEM-198	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37437	AB700703	Klebsiella pneumoniae	861
3001985_AB703103	ARO:3001985	CTX-M-126	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38385	AB703103	Escherichia coli	876
3003677_AB709942	ARO:3003677	AAC(6')-Iaj	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;dibekacin;amikacin;sisomicin;netilmicin;kanamycin_A;tobramycin;isepamicin;arbekacin;gentamicin_B	Unassigned	Unassigned	40309	AB709942	Pseudomonas aeruginosa	555
3002225_AB715422	ARO:3002225	IMP-34	IMP_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38625	AB715422	Klebsiella oxytoca	741
3001204_AB733453	ARO:3001204	SHV-167	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37584	AB733453	Klebsiella pneumoniae	846
3002774_AB734053	ARO:3002774	QnrB61	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	39208	AB734053	Citrobacter braakii	645
3002773_AB734055	ARO:3002773	QnrB60	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	39207	AB734055	Citrobacter freundii	645
3001827_AB737978	ARO:3001827	ACT-16	ACT_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38227	AB737978	Enterobacter cloacae	1140
3002358_AB744718	ARO:3002358	NDM-8	NDM_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38758	AB744718	Escherichia coli	813
3002233_AB753456	ARO:3002233	IMP-42	IMP_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38633	AB753456	Acinetobacter soli	741
3002231_AB753457	ARO:3002231	IMP-40	IMP_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38631	AB753457	Pseudomonas aeruginosa	741
3002232_AB753458	ARO:3002232	IMP-41	IMP_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38632	AB753458	Pseudomonas aeruginosa	738
3004106_AB758278	ARO:3004106	TMB-2	TMB_beta-lactamase	carbapenem;cephalosporin;cephamycin	antibiotic_inactivation	confers_resistance_to_drug__ceftazidime	Unassigned	Unassigned	41218	AB758278	Acinetobacter courvalinii	738
3002993_AB765395	ARO:3002993	AQU-1	AQU_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	39427	AB765395	Aeromonas dhakensis	1143
3002234_AB777500	ARO:3002234	IMP-43	IMP_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38634	AB777500	Pseudomonas aeruginosa	741
3002235_AB777501	ARO:3002235	IMP-44	IMP_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38635	AB777501	Pseudomonas aeruginosa	738
3001682_AB781687	ARO:3001682	OXA-254	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38082	AB781687	Acinetobacter baumannii	825
3001557_AB871653	ARO:3001557	OXA-371	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37957	AB871653	Acinetobacter baumannii	825
3002071_AB872957.1	ARO:3002071	CMY-110	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38471	AB872957.1	Escherichia coli	1146
